CHROM	POS	F1	F2	F3	M1	M2	M3
k141_7345028	158	0	0	0	15	16	9
k141_7345028	159	0	0	0	15	16	9
k141_7345028	160	0	0	0	15	16	8
k141_7345028	161	0	0	0	15	16	8
k141_7345028	162	0	0	0	15	16	8
k141_7345028	163	0	0	0	15	16	8
k141_7345028	164	0	0	0	15	16	8
k141_7345028	165	0	0	0	14	14	8
k141_7345028	166	0	0	0	14	14	8
k141_7345028	167	0	0	0	14	14	8
k141_7345028	168	0	0	0	14	14	8
k141_7345028	169	0	0	0	14	14	8
k141_7345028	170	0	0	0	14	14	8
k141_7345028	171	0	0	0	14	14	8
k141_7345028	172	0	0	0	14	14	9
k141_7345028	173	0	0	0	14	14	9
k141_7345028	174	0	0	0	14	14	9
k141_7345028	175	0	0	0	14	14	8
k141_7345028	176	0	2	0	14	14	8
k141_7345028	177	0	2	0	13	14	8
k141_7345028	178	0	2	0	13	14	8
k141_7345028	179	0	2	0	13	14	9
k141_7345028	180	0	2	0	13	14	9
k141_7345028	181	0	2	0	13	14	9
k141_7345028	182	0	2	0	13	14	9
k141_7345028	183	0	2	0	13	14	9
k141_7345028	184	0	2	0	14	14	9
k141_7345028	185	0	2	0	14	14	9
k141_7345028	186	0	2	0	15	14	10
k141_7345028	187	0	2	0	15	14	10
k141_7345028	188	0	2	0	15	14	10
k141_7345028	189	0	2	0	15	14	13
k141_7345028	190	0	2	0	15	14	13
k141_7345028	191	0	2	0	16	14	13
k141_7345028	192	0	2	0	16	14	13
k141_7345028	193	0	2	0	16	14	13
k141_7345028	194	0	2	0	17	14	13
k141_7345028	195	0	0	0	17	14	13
k141_7345028	196	0	0	0	17	14	13
k141_7345028	197	0	0	0	17	15	13
k141_7345028	198	0	0	0	17	15	13
k141_7345028	199	0	0	0	17	15	13
k141_7345028	200	0	0	0	17	15	13
k141_7345028	201	0	0	0	17	15	13
k141_7345028	202	0	0	0	17	15	13
k141_7345028	203	0	0	0	17	16	13
k141_7345028	204	0	0	0	17	16	13
k141_7345028	205	0	0	0	17	16	13
k141_7345028	206	0	0	0	16	16	13
k141_7345028	207	0	0	0	17	16	13
k141_7345028	208	0	0	0	17	16	13
k141_7345028	209	0	0	0	17	16	13
k141_7345028	210	0	0	0	18	16	13
k141_7345028	211	0	0	0	18	16	13
k141_7345028	212	0	0	0	18	16	13
k141_7345028	213	0	0	0	18	16	13
k141_7345028	214	0	0	0	18	17	14
k141_7345028	215	0	0	0	18	17	14
k141_7345028	216	0	0	0	18	16	13
k141_7345028	217	0	0	0	18	16	14
k141_7345028	218	0	0	0	19	16	14
k141_7345028	219	0	0	0	19	16	14
k141_7345028	220	0	0	0	19	16	14
k141_7345028	221	0	0	0	19	16	14
k141_7345028	222	0	0	0	19	16	14
k141_7345028	223	0	0	0	21	16	14
k141_7345028	224	0	0	0	21	16	14
k141_7345028	225	0	0	0	21	16	14
k141_7345028	226	0	0	0	21	11	13
k141_7345028	227	0	0	0	21	11	13
k141_7345028	228	0	0	0	22	11	14
k141_7345028	229	0	0	0	22	11	14
k141_7345028	230	0	0	0	22	11	14
k141_7345028	231	0	0	0	22	11	14
k141_7345028	232	0	0	0	23	11	14
k141_7345028	233	0	0	0	26	12	16
k141_7345028	234	0	0	0	26	12	16
k141_7345028	235	0	0	0	26	12	16
k141_7345028	236	0	0	0	26	12	17
k141_7345028	237	0	0	0	27	9	16
k141_7345028	238	0	0	0	27	9	16
k141_7345028	239	0	0	0	26	9	16
k141_7345028	240	0	0	0	26	9	16
k141_7345028	241	0	0	0	27	8	16
k141_7345028	242	0	0	0	27	8	16
k141_7345028	243	0	0	0	27	9	18
k141_7345028	244	0	0	0	28	9	18
k141_7345028	245	0	0	0	27	9	17
k141_7345028	246	0	0	0	27	9	17
k141_7345028	247	0	0	0	27	9	17
k141_7345028	248	0	0	0	27	10	17
k141_7345028	249	0	0	0	27	10	17
k141_7345028	250	0	0	0	26	10	17
k141_7345028	251	0	0	0	26	10	17
k141_7345028	252	0	0	0	26	10	17
k141_7345028	253	0	0	0	27	10	18
k141_7345028	254	0	0	0	27	10	18
k141_7345028	255	0	0	0	26	8	18
k141_7345028	256	0	0	0	26	8	18
k141_7345028	257	0	0	0	27	8	18
k141_7345028	258	0	0	0	26	8	18
k141_7345028	259	0	0	0	26	8	18
k141_7345028	260	0	0	0	26	8	18
k141_7345028	261	0	0	0	26	8	18
k141_7345028	262	0	0	0	26	8	18
k141_7345028	263	0	0	0	26	8	18
k141_7345028	264	0	0	0	26	9	18
k141_7345028	265	0	0	0	25	9	18
k141_7345028	266	0	0	0	25	9	18
k141_7345028	267	0	0	0	24	9	18
k141_7345028	268	0	0	0	24	9	18
k141_7345028	269	0	0	0	23	8	18
k141_7345028	270	0	0	0	23	8	18
k141_7345028	271	0	0	0	24	8	18
k141_7345028	272	0	0	0	22	8	18
k141_7345028	273	0	0	0	22	8	18
k141_7345028	274	0	0	0	22	8	18
k141_7345028	275	0	0	0	22	8	18
k141_7345028	276	0	0	0	22	10	18
k141_7345028	277	0	0	0	22	10	18
k141_7345028	278	0	0	0	22	10	19
k141_7345028	279	0	0	0	22	11	20
k141_7345028	280	0	0	0	22	11	20
k141_7345028	281	0	0	0	22	11	20
k141_7345028	282	0	0	0	22	12	20
k141_7345028	283	0	0	0	22	12	19
k141_7345028	284	0	0	0	22	12	19
k141_7345028	285	0	0	0	22	12	19
k141_7345028	286	0	0	0	22	13	21
k141_7345028	287	0	0	0	22	13	21
k141_7345028	288	0	0	0	22	13	21
k141_7345028	289	0	0	0	22	13	21
k141_7345028	290	0	0	0	22	14	21
k141_7345028	291	0	0	0	22	14	21
k141_7345028	292	0	0	0	22	14	21
k141_7345028	293	0	0	0	22	14	21
k141_7345028	294	0	0	0	22	14	20
k141_7345028	295	0	0	0	22	13	20
k141_7345028	296	0	0	0	22	13	20
k141_7345028	297	0	0	0	22	13	20
k141_7345028	298	0	0	0	22	13	20
k141_7345028	299	0	0	0	21	13	20
k141_7345028	300	0	0	0	21	13	20
k141_7345028	301	0	0	0	21	13	20
k141_7345028	302	0	0	0	21	13	20
k141_7345028	303	0	0	0	21	13	20
k141_7345028	304	0	0	0	21	13	20
k141_7345028	305	0	0	0	21	13	20
k141_7345028	306	0	0	0	21	13	21
k141_7345028	307	0	0	0	21	13	21
k141_7345028	308	0	0	0	21	13	21
k141_7345028	309	0	0	0	21	13	21
k141_7345028	310	0	0	0	22	13	21
k141_7345028	311	0	0	0	22	13	21
k141_7345028	312	0	0	0	21	13	22
k141_7345028	313	0	0	0	21	13	23
k141_7345028	314	0	0	0	21	13	22
k141_7345028	315	0	0	0	21	13	22
k141_7345028	316	0	0	0	22	13	22
k141_7345028	317	0	0	0	22	13	22
k141_7345028	318	0	0	0	22	14	22
k141_7345028	319	0	0	0	22	14	22
k141_7345028	320	0	0	0	21	15	23
k141_7345028	321	0	0	0	22	15	23
k141_7345028	322	0	0	0	22	15	23
k141_7345028	323	0	0	0	22	15	23
k141_7345028	324	0	0	0	22	15	23
k141_7345028	325	0	0	0	22	15	23
k141_7345028	326	0	0	0	21	15	23
k141_7345028	327	0	0	0	21	15	23
k141_7345028	328	0	0	0	20	15	22
k141_7345028	329	0	0	0	20	15	22
k141_7345028	330	0	0	0	20	15	22
k141_7345028	331	0	0	0	20	15	19
k141_7345028	332	0	0	0	20	15	19
k141_7345028	333	0	0	0	19	15	19
k141_7345028	334	0	0	0	19	16	19
k141_7345028	335	0	0	0	19	16	19
k141_7345028	336	0	0	0	18	16	19
k141_7345028	337	0	0	0	17	16	19
k141_7345028	338	0	0	0	17	16	19
k141_7345028	339	0	0	0	17	15	19
k141_7345028	340	0	0	0	18	15	19
k141_7345028	341	0	0	0	18	15	19
k141_7345028	342	0	0	0	18	15	19
k141_7345028	343	0	0	0	18	15	19
k141_7345028	344	0	0	0	18	15	19
k141_7345028	345	0	0	0	18	14	19
k141_7345028	346	0	0	0	18	14	19
k141_7345028	347	0	0	0	18	14	19
k141_7345028	348	0	0	0	18	15	19
k141_7345028	349	0	0	0	17	15	19
k141_7345028	350	0	0	0	18	15	19
k141_7345028	351	0	0	0	18	15	19
k141_7345028	352	0	0	0	18	15	19
k141_7345028	353	0	0	0	18	15	19
k141_7345028	354	0	0	0	18	15	19
k141_7345028	355	0	0	0	18	15	19
k141_7345028	356	0	0	0	18	14	18
k141_7345028	357	0	0	0	18	14	18
k141_7345028	358	0	0	0	18	14	18
k141_7345028	359	0	0	0	18	14	17
k141_7345028	360	0	0	0	18	14	17
k141_7345028	361	0	0	0	18	14	17
k141_7345028	362	0	0	0	18	14	17
k141_7345028	363	0	0	0	18	14	17
k141_7345028	364	0	0	0	18	14	17
k141_7345028	365	0	0	0	16	13	17
k141_7345028	366	0	0	0	16	13	17
k141_7345028	367	0	0	0	16	13	17
k141_7345028	368	0	0	0	16	13	17
k141_7345028	369	0	0	0	16	13	17
k141_7345028	370	0	0	0	15	13	16
k141_7345028	371	0	0	0	15	13	16
k141_7345028	372	0	0	0	15	13	16
k141_7345028	373	0	0	0	15	12	16
k141_7345028	374	0	0	0	14	12	16
k141_7345028	375	0	0	0	11	11	14
k141_7345028	376	0	0	0	11	11	15
k141_7345028	377	0	0	0	11	11	15
k141_7345028	378	0	0	0	11	11	14
k141_7345028	379	0	0	0	10	11	15
k141_7345028	380	0	0	0	10	11	16
k141_7345028	381	0	0	0	10	11	16
k141_7345028	382	0	0	0	10	11	16
k141_7345028	383	0	0	0	10	11	16
k141_7345028	384	0	0	0	10	11	16
k141_7345028	385	0	0	0	10	10	14
k141_7345028	386	0	0	0	9	10	14
k141_7345028	387	0	0	0	9	10	14
k141_7345028	388	0	0	0	10	11	14
k141_7345028	389	0	0	0	10	11	14
k141_7345028	390	0	0	0	10	11	14
k141_7345028	391	0	0	0	10	11	14
k141_7345028	392	0	0	0	11	11	14
k141_7345028	393	0	0	0	11	11	15
k141_7345028	394	0	0	0	11	11	15
k141_7345028	395	0	0	0	11	11	13
k141_7345028	396	0	0	0	11	11	13
k141_7345028	397	0	0	0	11	11	15
k141_7345028	398	0	0	0	11	11	15
k141_7345028	399	0	0	0	10	11	15
k141_7345028	400	0	0	0	11	11	17
k141_7345028	401	0	0	0	11	11	17
k141_7345028	402	0	0	0	11	11	18
k141_7345028	403	0	0	0	11	11	17
k141_7345028	404	0	0	0	11	11	17
k141_7345028	405	0	0	0	11	11	17
k141_7345028	406	0	0	0	11	10	17
k141_7345028	407	0	0	0	11	10	17
k141_7345028	408	0	0	0	11	10	17
k141_7345028	409	0	0	0	11	10	18
k141_7345028	410	0	0	0	11	10	18
k141_7345028	411	0	0	0	11	10	18
k141_7345028	412	0	0	0	11	10	18
k141_7345028	413	0	0	0	10	10	18
k141_7345028	414	0	0	0	10	10	18
k141_7345028	415	0	0	0	11	10	18
k141_7345028	416	0	0	0	12	10	18
k141_7345028	417	0	0	0	12	10	18
k141_7345028	418	0	0	0	12	8	18
k141_7345028	419	0	0	0	12	8	18
k141_7345028	420	0	0	0	12	8	18
k141_7345028	421	0	0	0	12	7	17
k141_7345028	422	0	0	0	12	7	17
k141_7345028	423	0	0	0	13	7	17
k141_7345028	424	0	0	0	13	8	17
k141_7345028	425	0	0	0	13	8	17
k141_7345028	426	0	0	0	13	8	17
k141_7345028	427	0	0	0	13	8	17
k141_7345028	428	0	0	0	13	7	16
k141_7345028	429	0	0	0	13	7	16
k141_7345028	430	0	0	0	13	7	16
k141_7345028	431	0	0	0	13	7	16
k141_7345028	432	0	0	0	14	7	16
k141_7345028	433	0	0	0	14	7	16
k141_7345028	434	0	0	0	14	7	16
k141_7345028	435	0	0	0	14	7	15
k141_7345028	436	0	0	0	14	8	15
k141_7345028	437	0	0	0	14	13	16
k141_7345028	438	0	0	0	15	13	16
k141_7345028	439	0	0	0	16	13	16
k141_7345028	440	0	0	0	16	13	16
k141_7345028	441	0	0	0	16	13	16
k141_7345028	442	0	0	0	16	14	17
k141_7345028	443	0	0	0	16	14	16
k141_7345028	444	0	0	0	16	14	16
k141_7345028	445	0	0	0	16	14	16
k141_7345028	446	0	0	0	16	18	17
k141_7345028	447	0	0	0	16	18	17
k141_7345028	448	0	0	0	16	18	15
k141_7345028	449	0	0	0	16	18	15
k141_7345028	450	0	0	0	16	18	15
k141_7345028	451	0	0	0	16	18	15
k141_7345028	452	0	0	0	16	18	15
k141_7345028	453	0	0	0	16	18	15
k141_7345028	454	0	0	0	16	18	15
k141_7345028	455	0	0	0	16	18	15
k141_7345028	456	0	0	0	16	18	14
k141_7345028	457	0	0	0	16	18	14
k141_7345028	458	0	0	0	15	18	14
k141_7345028	459	0	0	0	15	18	14
k141_7345028	460	0	0	0	18	18	15
k141_7345028	461	0	0	0	18	18	15
k141_7345028	462	0	0	0	18	17	15
k141_7345028	463	0	0	0	17	17	15
k141_7345028	464	0	0	0	17	17	15
k141_7345028	465	0	0	0	17	17	15
k141_7345028	466	0	0	0	17	17	15
k141_7345028	467	0	0	0	17	18	15
k141_7345028	468	0	0	0	17	18	15
k141_7345028	469	0	0	0	17	18	15
k141_7345028	470	0	0	0	17	18	15
k141_7345028	471	0	0	0	17	18	15
k141_7345028	472	0	0	0	17	18	15
k141_7345028	473	0	0	0	17	18	15
k141_7345028	474	0	0	0	17	18	17
k141_7345028	475	0	0	0	17	18	17
k141_7345028	476	0	0	0	17	17	17
k141_7345028	477	0	0	0	17	17	17
k141_7345028	478	0	0	0	17	17	17
k141_7345028	479	0	0	0	17	17	17
k141_7345028	480	0	0	0	17	17	17
k141_7345028	481	0	0	0	17	17	17
k141_7345028	482	0	0	0	16	17	17
k141_7345028	483	2	0	0	16	17	17
k141_7345028	484	2	0	0	16	18	17
k141_7345028	485	2	0	0	16	18	17
k141_7345028	486	2	0	0	16	18	18
k141_7345028	487	2	0	0	16	18	18
k141_7345028	488	2	0	0	16	18	18
k141_7345028	489	2	0	0	16	18	18
k141_7345028	490	2	0	0	16	17	18
k141_7345028	491	2	0	0	16	17	18
k141_7345028	492	2	0	0	15	17	18
k141_7345028	493	2	0	0	15	17	18
k141_7345028	494	2	0	0	15	17	18
k141_7345028	495	2	0	0	15	17	18
k141_7345028	496	2	0	0	15	17	18
k141_7345028	497	2	0	0	16	17	18
k141_7345028	498	2	0	0	16	17	18
k141_7345028	499	2	0	0	16	18	18
k141_7345028	500	2	0	0	16	18	18
k141_7345028	501	2	0	0	16	18	18
k141_7345028	502	0	0	0	16	18	18
k141_7345028	503	0	0	0	16	19	18
k141_7345028	504	0	0	0	16	19	18
k141_7345028	505	0	0	0	16	19	18
k141_7345028	506	0	0	0	16	19	18
k141_7345028	507	0	0	0	16	19	18
k141_7345028	508	0	0	0	16	19	18
k141_7345028	509	0	0	0	16	19	18
k141_7345028	510	0	0	0	16	19	18
k141_7345028	511	0	0	0	16	20	19
k141_7345028	512	0	0	0	16	20	19
k141_7345028	513	0	0	0	16	20	19
k141_7345028	514	0	0	0	16	20	19
k141_7345028	515	0	0	0	15	20	19
k141_7345028	516	0	0	0	15	20	19
k141_7345028	517	0	0	0	15	20	19
k141_7345028	518	0	0	0	15	20	18
k141_7345028	519	0	0	0	15	20	18
k141_7345028	520	0	0	0	15	20	18
k141_7345028	521	0	0	0	15	20	16
k141_7345028	522	0	0	0	15	20	15
k141_7345028	523	0	0	0	14	20	15
k141_7345028	524	0	0	0	14	21	15
k141_7345028	525	0	0	0	13	21	15
k141_7345028	526	0	0	0	13	21	17
k141_7345028	527	0	0	0	13	21	17
k141_7345028	528	0	0	0	14	21	17
k141_7345028	529	0	0	0	14	21	17
k141_7345028	530	0	0	0	13	20	17
k141_7345028	531	0	0	0	13	20	17
k141_7345028	532	0	0	0	14	20	18
k141_7345028	533	0	0	0	15	20	18
k141_7345028	534	0	0	0	14	20	19
k141_7345028	535	0	0	0	14	20	18
k141_7345028	536	0	0	0	14	20	18
k141_7345028	537	0	0	0	13	20	18
k141_7345028	538	0	0	0	13	20	18
k141_7345028	539	0	0	0	13	20	16
k141_7345028	540	0	0	0	13	20	16
k141_7345028	541	0	0	0	13	21	16
k141_7345028	542	0	0	0	13	21	14
k141_7345028	543	0	0	0	13	21	14
k141_7345028	544	0	0	0	13	21	13
k141_7345028	545	0	0	0	14	21	13
k141_7345028	546	0	0	0	14	21	13
k141_7345028	547	0	0	0	14	21	13
k141_7345028	548	0	0	0	14	21	13
k141_7345028	549	0	0	0	14	21	14
k141_7345028	550	0	0	0	16	21	14
k141_7345028	551	0	0	0	16	21	13
k141_7345028	552	0	0	0	16	21	13
k141_7345028	553	0	0	0	16	21	13
k141_7345028	554	0	0	0	16	21	13
k141_7345028	555	0	0	0	16	21	13
k141_7345028	556	0	0	0	16	21	13
k141_7345028	557	0	0	0	16	21	13
k141_7345028	558	0	0	0	15	21	13
k141_7345028	559	0	0	0	15	21	13
k141_7345028	560	0	0	0	15	21	13
k141_7345028	561	0	0	0	15	21	13
k141_7345028	562	0	0	0	15	21	13
k141_7345028	563	0	0	0	15	21	13
k141_7345028	564	0	0	0	15	21	13
k141_7345028	565	0	0	0	15	21	13
k141_7345028	566	0	0	0	15	20	13
k141_7345028	567	0	0	0	15	20	13
k141_7345028	568	0	0	0	15	20	13
k141_7345028	569	0	0	0	15	20	13
k141_7345028	570	0	0	0	15	20	13
k141_7345028	571	0	0	0	15	20	13
k141_7345028	572	0	0	0	16	20	13
k141_7345028	573	0	0	0	16	20	13
k141_7345028	574	0	0	0	15	20	13
k141_7345028	575	0	0	0	15	20	13
k141_7345028	576	0	0	0	16	20	13
k141_7345028	577	0	0	0	16	20	13
k141_7345028	578	0	0	0	16	19	13
k141_7345028	579	0	0	0	15	14	12
k141_7345028	580	0	0	0	14	14	12
k141_7345028	581	0	0	0	13	14	13
k141_7345028	582	0	0	0	13	14	13
k141_7345028	583	0	0	0	14	14	13
k141_7345028	584	0	0	0	14	13	12
k141_7345028	585	0	0	0	14	14	12
k141_7345028	586	0	0	0	17	14	15
k141_7345028	587	0	0	0	16	15	15
k141_7345028	588	0	0	0	17	11	16
k141_7345028	589	0	0	0	17	11	16
k141_7345028	590	0	0	0	18	13	16
k141_7345028	591	0	0	0	18	13	16
k141_7345028	592	0	0	0	18	13	16
k141_7345028	593	0	0	0	18	13	16
k141_7345028	594	0	0	0	18	13	16
k141_7345028	595	0	0	0	18	15	18
k141_7345028	596	0	0	0	18	15	18
k141_7345028	597	0	0	0	18	15	18
k141_7345028	598	0	0	0	18	15	18
k141_7345028	599	0	0	0	18	15	18
k141_7345028	600	0	0	0	18	15	18
k141_7345028	601	0	0	0	18	15	18
k141_7345028	602	0	0	0	16	14	17
k141_7345028	603	0	0	0	16	14	17
k141_7345028	604	0	0	0	16	14	17
k141_7345028	605	0	0	0	16	14	17
k141_7345028	606	0	0	0	16	14	17
k141_7345028	607	0	0	0	16	14	17
k141_7345028	608	0	0	0	16	14	17
k141_7345028	609	0	0	0	16	13	17
k141_7345028	610	0	0	0	16	13	17
k141_7345028	611	0	0	0	16	13	17
k141_7345028	612	0	0	0	16	13	17
k141_7345028	613	0	0	0	16	13	17
k141_7345028	614	0	0	0	16	13	17
k141_7345028	615	0	0	0	16	13	17
k141_7345028	616	0	0	0	16	13	15
k141_7345028	617	0	0	0	16	13	15
k141_7345028	618	0	0	0	16	13	15
k141_7345028	619	0	0	0	16	13	15
k141_7345028	620	0	0	0	16	13	15
k141_7345028	621	0	0	0	16	13	16
k141_7345028	622	0	0	0	16	13	16
k141_7345028	623	0	0	0	16	13	16
k141_7345028	624	0	0	0	16	13	16
k141_7345028	625	0	0	0	16	13	16
k141_7345028	626	0	0	0	16	12	16
k141_7345028	627	0	0	0	16	12	16
k141_7345028	628	0	0	0	16	11	15
k141_7345028	629	0	0	0	16	11	15
k141_7345028	630	0	0	0	16	11	15
k141_7345028	631	0	0	0	16	11	15
k141_7345028	632	0	0	0	16	11	15
k141_7345028	633	0	0	0	16	12	15
k141_7345028	634	0	0	0	16	12	15
k141_7345028	635	0	0	0	17	13	15
k141_7345028	636	0	0	0	17	12	15
k141_7345028	637	0	0	0	17	12	15
k141_7345028	638	0	0	0	17	12	15
k141_7345028	639	0	0	0	17	12	15
k141_7345028	640	0	0	0	17	12	15
k141_7345028	641	0	0	0	17	11	15
k141_7345028	642	0	0	0	17	11	15
k141_7345028	643	0	0	0	17	11	15
k141_7345028	644	0	0	0	17	11	15
k141_7345028	645	0	0	0	17	11	16
k141_7345028	646	0	0	0	17	11	16
k141_7345028	647	0	0	0	17	11	16
k141_7345028	648	0	0	0	17	11	16
k141_7345028	649	0	0	0	17	11	16
k141_7345028	650	0	0	0	17	11	18
k141_7345028	651	0	0	0	17	11	18
k141_7345028	652	0	0	0	17	11	18
k141_7345028	653	0	0	0	17	11	17
k141_7345028	654	0	0	0	17	11	17
k141_7345028	655	0	0	0	17	11	17
k141_7345028	656	0	0	0	17	11	17
k141_7345028	657	0	0	0	17	11	17
k141_7345028	658	0	0	0	17	11	17
k141_7345028	659	0	0	0	17	11	17
k141_7345028	660	0	0	0	18	11	17
k141_7345028	661	0	0	0	19	11	19
k141_7345028	662	0	0	0	19	11	19
k141_7345028	663	0	0	0	19	11	19
k141_7345028	664	0	0	0	19	11	19
